YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUP
2004,Raichur,4437,3625.6,40,Sandy,Spray,25,57.5,Coconut,238542,Rabi,Y1,High
2004,Raichur,4459,3625.6,40,Sandy,Spray,4,57,Coconut,1516,Rabi,Y1,High
2004,Raichur,4517,3905,41,Sandy,Spray,9,55,Coconut,200000,Rabi,Y1,High
2004,Raichur,4614,3905,41,Sandy,Spray,12,56,Coconut,4847,Rabi,Y1,High
2004,Gulbarga,4657,3905,41,Sandy,Spray,2089,54,Coconut,51239,Rabi,Y1,High
2004,Gulbarga,4765,4019.4,42,Sandy,Spray,2810,58,Coconut,216396,Rabi,Y1,High
2004,Gulbarga,4927,4019.4,42,Sandy,Spray,841,58,Coconut,2644,Rabi,Y1,High
2004,Gulbarga,5278,4019.4,42,Sandy,Spray,3550,59,Coconut,44235,Rabi,Y1,High
2004,Gulbarga,6943,3193.41,129,Sandy,Drip,2404,52,Cocoa,238542,Rabi,Y1,High
2004,Gulbarga,7070,3193.41,130,Sandy,Drip,2805,51,Cocoa,1516,Rabi,Y1,High
2004,Gulbarga,29,3193.41,131,Sandy,Drip,2331,57,Cocoa,57259,Rabi,Y1,High
2004,Gulbarga,1,3296.26,132,Sandy,Drip,2088,57,Cocoa,234779,Rabi,Y1,High
2004,Gulbarga,27,3296.26,133,Sandy,Drip,2628,60,Cocoa,1493,Rabi,Y1,High
2004,Gulbarga,5,3296.26,134,Sandy,Drip,1939,57,Coffee,64409,Rabi,Y1,High
2004,Gulbarga,14,3875.08,135,Sandy,Drip,1871,57,Coffee,249978,Rabi,Y1,High
2004,Gulbarga,4,3875.08,136,Sandy,Drip,1868,54,Coffee,637,Rabi,Y1,High
2004,Gulbarga,35,3875.08,137,Sandy,Drip,127919,54.5,Coffee,43311,Rabi,Y1,High
2004,Gulbarga,5,4102.78,138,Sandy,Drip,75340,56.6,Coffee,24848,Rabi,Y1,High
2004,Gulbarga,11,4102.78,139,Sandy,Drip,29170,55.5,Coffee,761,Rabi,Y1,High
2004,Gulbarga,3,4102.78,140,Sandy,Drip,1901,58.5,Coffee,45608,Rabi,Y1,High
2004,Gulbarga,19,3696,144,Sandy,Drip,864,53.5,Coffee,200000,Rabi,Y1,High
2004,Gulbarga,10,3696,27,Sandy,Drip,5373,52.5,Coffee,4847,Rabi,Y1,High
2004,Gulbarga,4,3696,27,Sandy,Drip,6589,56,Coffee,51239,Rabi,Y1,High
2004,Gulbarga,14,3965.94,27,Sandy,Drip,5107,57,Coffee,216396,Rabi,Y1,High
2004,Gulbarga,7,3965.94,27,Sandy,Drip,5518,57.5,Coffee,2644,Rabi,Y1,High
2004,Gulbarga,26,3965.94,27,Sandy,Drip,4912,57,Cardamum,44235,Rabi,Y1,High
2004,Gulbarga,1,3863.64,27,Sandy,Drip,3830,55,Cardamum,203317,Rabi,Y1,High
2004,Gulbarga,12362,3863.64,27.2,Sandy,Drip,4,56,Cardamum,2134,Rabi,Y1,High
2004,Gulbarga,12603,3863.64,27.2,Sandy,Drip,9,54,Cardamum,45186,Rabi,Y1,High
2004,Gulbarga,12761,3625.6,27.2,Alluvial,Drip,12,58,Cardamum,238542,Rabi,Y1,High
2004,Gulbarga,12887,3625.6,27,Alluvial,Drip,2089,58,Cardamum,1516,Rabi,Y1,High
2004,Gulbarga,13018,3625.6,27,Alluvial,Drip,2810,59,Cardamum,57259,Rabi,Y1,High
2004,Gulbarga,13388,3905,27,Alluvial,Drip,841,50,Cardamum,234779,Rabi,Y1,High
2004,Gulbarga,13478,3905,27,Alluvial,Drip,3550,54,Cardamum,1493,Rabi,Y1,High
2004,Gulbarga,13508,3905,27,Alluvial,Drip,109,53,Cardamum,64409,Rabi,Y1,High
2004,Madikeri,13603,4019.4,27,Alluvial,Drip,3368,52,Cardamum,249978,Rabi,Y1,High
2004,Madikeri,14602,4019.4,27.2,Alluvial,Drip,3671,51,Cardamum,637,Rabi,Y1,High
2004,Madikeri,15386,4019.4,27.2,Alluvial,Drip,2404,57,Cardamum,43311,Rabi,Y1,High
2004,Madikeri,1432,3415.5,26.8,Alluvial,Drip,1868,56.6,Pepper,200000,Rabi,Y1,High
2004,Madikeri,1168,3415.5,37,Alluvial,Drip,127919,55.5,Pepper,4847,Rabi,Y1,High
2004,Madikeri,4,3415.5,37,Alluvial,Drip,75340,58.5,Pepper,51239,Rabi,Y1,High
2004,Madikeri,737,3193.41,38,Alluvial,Basin,972,53,Pepper,44235,Rabi,Y1,High
2004,Madikeri,557,3193.41,38,Alluvial,Basin,874,53.5,Pepper,203317,Rabi,Y1,High
2004,Madikeri,352,3193.41,39,Sandy loam,Basin,592,52.5,Pepper,2134,Rabi,Y1,High
2004,Madikeri,190,3296.26,39,Sandy loam,Basin,864,56,Pepper,45186,Rabi,Y1,High
2004,Madikeri,138,3296.26,39,Sandy loam,Basin,5373,57,Pepper,238542,Rabi,Y1,High
2004,Madikeri,100,3296.26,40,Sandy loam,Basin,6589,57.5,Pepper,1516,Rabi,Y1,High
2004,Madikeri,68,3875.08,40,Sandy loam,Basin,5107,57,Arecanut,200000,Rabi,Y1,High
2004,Madikeri,48,3875.08,40,Sandy loam,Basin,5518,55,Arecanut,4847,Rabi,Y1,High
2004,Madikeri,2419,3875.08,41,Sandy loam,Basin,4912,56,Arecanut,51239,Rabi,Y1,High
2004,Madikeri,2080,4102.78,41,Sandy loam,Basin,3830,54,Arecanut,216396,Rabi,Y1,High
2004,Madikeri,1969,4102.78,41,Sandy loam,Basin,4,58,Arecanut,2644,Rabi,Y1,High
2004,Madikeri,1798,4102.78,42,Sandy loam,Basin,9,58,Arecanut,44235,Rabi,Y1,High
2004,Madikeri,1867,3696,43,Sandy loam,Basin,841,53,Arecanut,238542,Rabi,Y1,High
2004,Chikmangaluru,1914,3696,27,Sandy loam,Basin,3550,52,Arecanut,1516,Rabi,Y1,High
2004,Chikmangaluru,1881,3696,27,Sandy loam,Basin,109,51,Arecanut,57259,Rabi,Y1,High
2004,Chikmangaluru,1853,3965.94,27,Sandy loam,Basin,3368,57,Arecanut,234779,Rabi,Y1,High
2004,Chikmangaluru,1845,3965.94,27,Laterite,Basin,3671,57,Arecanut,1493,Rabi,Y1,High
2004,Chikmangaluru,1679,3965.94,27,Laterite,Basin,2404,60,Arecanut,64409,Rabi,Y1,High
2004,Chikmangaluru,1657,3863.64,27,Laterite,Basin,2805,57,Ginger,249978,Rabi,Y1,High
2004,Chikmangaluru,1619,3863.64,27.2,Laterite,Basin,2331,57,Ginger,637,Rabi,Y1,High
2004,Chikmangaluru,1321,3863.64,27.2,Laterite,Basin,2088,54,Ginger,43311,Rabi,Y1,High
2004,Chikmangaluru,511,3625.6,27.2,Laterite,Basin,2628,54.5,Ginger,24848,Rabi,Y1,High
2004,Chikmangaluru,366,3625.6,27,Laterite,Basin,1939,56.6,Ginger,761,Rabi,Y1,High
2004,Chikmangaluru,159,3625.6,27,Laterite,Basin,1871,55.5,Ginger,45608,Rabi,Y1,High
2004,Chikmangaluru,46,3905,27,Laterite,Basin,1868,58.5,Ginger,234581,Rabi,Y1,High
2004,Chikmangaluru,156,3905,27,Laterite,Basin,127919,59.5,Ginger,646,Rabi,Y1,High
2004,Chikmangaluru,181,3905,27,Laterite,Basin,75340,55,Ginger,43562,Rabi,Y1,High
2004,Chikmangaluru,185,4019.4,27,Laterite,Basin,29170,53,Ginger,200000,Rabi,Y1,High
2004,Chikmangaluru,219,4019.4,27.2,Laterite,Basin,1901,53.5,Ginger,4847,Rabi,Y1,High
2004,Chikmangaluru,111,4019.4,27.2,Laterite,Basin,972,52.5,Ginger,51239,Rabi,Y1,High
2004,Chikmangaluru,33,3193.41,27.1,Laterite,Basin,5373,57,Tea,203317,Rabi,Y1,High
2004,Chikmangaluru,32,3193.41,26.8,Laterite,Basin,6589,55,Tea,2134,Rabi,Y1,High
2004,Chikmangaluru,5377,3193.41,26.8,Laterite,Basin,5107,56,Tea,45186,Rabi,Y1,High
2004,Chikmangaluru,5968,3296.26,26.8,Clay loam,Basin,5518,54,Tea,238542,Rabi,Y1,High
2004,Chikmangaluru,6035,3296.26,37,Clay loam,Basin,4912,58,Tea,1516,Rabi,Y1,High
2004,Chikmangaluru,4698,4102.78,39,Clay loam,Spray,2,51,Tea,43311,Zaid,Y1,High
2008,Chikmangaluru,3176,3696,40,Clay loam,Spray,770,57,Paddy,234581,Zaid,Y1,High
2009,Chikmangaluru,3284,3696,41,Clay loam,Spray,395,57,Paddy,646,Zaid,Y1,High
2004,Chikmangaluru,45878,3625.6,27,Medium textured ,Spray,3423,52.5,Paddy,45186,Zaid,Y1,High
2005,Chikmangaluru,185,3905,27,Medium textured ,Spray,3899,56,Paddy,238542,Zaid,Y1,High
2006,Chikmangaluru,9830,3905,27,Medium textured ,Spray,4015,57,Paddy,1516,Zaid,Y1,High
2007,Chikmangaluru,46251,3905,27.2,Medium textured ,Spray,4279,57.5,Paddy,200000,Zaid,Y1,High
2008,Chikmangaluru,159,4019.4,27.2,Medium textured ,Spray,4167,57,Groundnut,4847,Zaid,Y1,High
2009,Chikmangaluru,9651,4019.4,27.2,Medium textured ,Spray,4479,55,Groundnut,51239,Zaid,Y1,High
2004,Chikmangaluru,46907,3415.5,27.1,Medium textured ,Spray,313547,51,Groundnut,234779,Zaid,Y1,High
2007,Chikmangaluru,46061,3193.41,26.8,Alluvial,Spray,1647,60,Groundnut,249978,Zaid,Y1,High
2008,Chikmangaluru,421,3193.41,26.8,Alluvial,Spray,975,57,Blackgram,637,Zaid,Y1,High
2009,Chikmangaluru,10657,3193.41,26.8,Alluvial,Spray,2,57,Blackgram,43311,Zaid,Y1,High
2007,Hassan,46218,3696,41,Alluvial,Drip,3290,55,Blackgram,203317,Zaid,Y1,High
2008,Hassan,1151,3696,41,Alluvial,Drip,3138,53,Cashew,2134,Zaid,Y1,High
2009,Hassan,11955,3696,41,Alluvial,Drip,3423,53.5,Cashew,45186,Zaid,Y1,High
2004,Hassan,46251,3905,132,Alluvial,Drip,3647,58,Cashew,24848,Zaid,Y1,High
2005,Hassan,159,3905,133,Alluvial,Drip,393,59,Cashew,761,Zaid,Y1,High
2006,Hassan,9651,3905,134,Alluvial,Drip,167,50,Cashew,45608,Zaid,Y1,High
2007,Hassan,46538,4019.4,135,Alluvial,Drip,71,54,Cashew,234581,Zaid,Y1,High
2008,Hassan,1151,4019.4,136,Alluvial,Drip,52,53,Coconut,646,Zaid,Y1,High
2009,Hassan,11955,4019.4,137,Alluvial,Drip,2570,59.5,Coconut,43562,Zaid,Y1,High
2005,Hassan,159,3193.41,27,Alluvial,Drip,124492,54,Coconut,1516,Zaid,Y1,High
2006,Hassan,9651,3193.41,27,Alluvial,Drip,792,58,Coconut,200000,Zaid,Y1,High
2007,Hassan,46538,3193.41,27,Alluvial,Drip,34153,58,Coconut,4847,Zaid,Y1,High
2008,Hassan,131,3296.26,27.2,Alluvial,Drip,2570,59,Coconut,51239,Zaid,Y1,High
2009,Hassan,9819,3296.26,27.2,Alluvial,Drip,27170,50,Ginger,216396,Zaid,Y1,High
2005,Hassan,129,3696,27.1,Sandy loam,Basin,792,57,Ginger,64409,Zaid,Y1,High
2006,Hassan,8355,3696,27.1,Sandy loam,Basin,34153,55,Ginger,249978,Zaid,Y1,High
2007,Hassan,42480,3696,27.1,Sandy loam,Basin,132551,56,Ginger,637,Zaid,Y1,High
2008,Hassan,142,3965.94,26.8,Sandy loam,Basin,338,54,Ginger,43311,Zaid,Y1,High
2009,Hassan,8084,3965.94,26.8,Sandy loam,Drip,22966,57,Coconut,200000,Zaid,Y1,High
2004,Hassan,38712,3905,39,Sandy loam,Drip,116481,54,Coconut,1516,Zaid,Y1,High
2005,Hassan,86,4019.4,40,Sandy loam,Drip,316,53,Coconut,57259,Zaid,Y1,High
2006,Hassan,5797,4019.4,40,Sandy loam,Drip,21400,52,Coconut,234779,Zaid,Y1,High
2007,Hassan,3611,4019.4,40,Sandy loam,Drip,122102,51,Coconut,1493,Zaid,Y1,High
2005,Hassan,6943,4019.4,27,Sandy loam,Drip,283,53,Coconut,51239,Zaid,Y1,High
2008,Hassan,1,3415.5,27.2,Sandy loam,Drip,8700,56,Coconut,44235,Zaid,Y1,High
2004,Hassan,8,3875.08,27.1,Sandy,Drip,58405,54,Coconut,637,Zaid,Y1,High
2005,Hassan,19,3875.08,27.1,Sandy,Drip,60751,53,Coconut,43311,Zaid,Y1,High
2006,Hassan,10,4102.78,27.1,Sandy,Drip,109506,52,Coconut,24848,Zaid,Y1,High
2007,Hassan,4,4102.78,26.8,Sandy,Drip,114,51,Coconut,761,Zaid,Y1,High
2008,Hassan,14,4102.78,26.8,Sandy,Basin,3,57,Coconut,45608,Zaid,Y1,High
2004,Hassan,13508,3863.64,40,Sandy,Basin,29,55,Coconut,2134,Zaid,Y1,High
2005,Hassan,13603,3863.64,40,Sandy,Basin,44,53,Coconut,45186,Zaid,Y1,High
2006,Mangalore,14602,3625.6,27,Sandy,Basin,33,53.5,Coconut,238542,Zaid,Y1,High
2007,Mangalore,15386,3625.6,27,Sandy,Basin,14,52.5,Coconut,1516,Zaid,Y1,High
2008,Mangalore,15761,3625.6,27,Sandy,Basin,56,56,Coconut,57259,Zaid,Y1,High
2009,Mangalore,15828,3905,27,Sandy,Basin,26,57,Coconut,234779,Zaid,Y1,High
2005,Mangalore,352,3415.5,27.2,Clay,Basin,130132,52,Coconut,45186,Zaid,Y1,High
2006,Mangalore,190,3415.5,27.2,Clay,Basin,154889,51,Coconut,238542,Zaid,Y1,High
2007,Mangalore,138,3415.5,27.2,Clay,Basin,171739,57,Coconut,1516,Zaid,Y1,High
2004,Mangalore,511,3875.08,41,Clay,Spray,4247,56,Coconut,203317,Zaid,Y1,High
2005,Mangalore,366,4102.78,41,Clay,Spray,3290,54,Coconut,2134,Zaid,Y1,High
2006,Mangalore,159,4102.78,42,Clay,Spray,3138,58,Coconut,45186,Zaid,Y1,High
2007,Mangalore,46,4102.78,42,Clay,Spray,3423,58,Coconut,238542,Zaid,Y1,High
2004,Mangalore,653,4019.4,27.2,Loam,Spray,32,53.5,Coconut,44235,Zaid,Y1,High
2005,Mangalore,11597,4019.4,27.2,Loam,Spray,22,52.5,Coconut,203317,Zaid,Y1,High
2004,Mangalore,144,3193.41,39,Loam,Drip,2331,52,Cocoa,238542,Zaid,Y1,High
2005,Mangalore,9821,3296.26,39,Loam,Drip,2088,51,Cocoa,1516,Zaid,Y1,High
2004,Kodagu,129,3193.41,42,Sandy loam,Drip,1901,56.6,Coffee,24848,Zaid,Y1,High
2005,Kodagu,8355,3296.26,42,Sandy loam,Drip,972,55.5,Coffee,761,Zaid,Y1,High
2006,Kodagu,42480,3296.26,43,Sandy loam,Drip,874,58.5,Coffee,45608,Zaid,Y1,High
2007,Kodagu,142,3296.26,27,Sandy loam,Drip,592,59.5,Coffee,234581,Zaid,Y1,High
2008,Kodagu,8084,3875.08,27,Sandy loam,Drip,864,55,Coffee,646,Zaid,Y1,High
2009,Kodagu,42291,3875.08,27,Sandy loam,Drip,5373,53,Coffee,43562,Zaid,Y1,High
2004,Kodagu,5797,3965.94,27,Sandy loam,Drip,841,58,Cardamum,1516,Zaid,Y1,High
2004,Mysuru,4657,3625.6,27.1,Sandy loam,Drip,2331,57,Cardamum,43311,Zaid,Y1,High
2005,Mysuru,4765,3625.6,26.8,Sandy loam,Drip,2088,57,Cardamum,24848,Zaid,Y1,High
2006,Mysuru,4927,3905,26.8,Sandy loam,Drip,2628,60,Cardamum,761,Zaid,Y1,High
2007,Mysuru,5278,3905,26.8,Sandy loam,Drip,1939,57,Pepper,45608,Zaid,Y1,High
2008,Mysuru,6325,3905,37,Sandy loam,Drip,1871,57,Pepper,234581,Zaid,Y1,High
2009,Mysuru,6663,4019.4,37,Alluvial,Drip,1868,54,Pepper,646,Zaid,Y1,High
2004,Kasaragodu,8,3193.41,42,Alluvial,Basin,9,54,Arecanut,216396,Zaid,Y1,High
2005,Kasaragodu,19,3296.26,43,Alluvial,Basin,12,58,Arecanut,2644,Zaid,Y1,High
2006,Kasaragodu,10,3296.26,43,Alluvial,Basin,2089,58,Arecanut,44235,Zaid,Y1,High
2007,Kasaragodu,4,3296.26,128,Alluvial,Basin,2810,59,Arecanut,203317,Zaid,Y1,High
2008,Kasaragodu,14,3875.08,129,Alluvial,Basin,841,50,Arecanut,2134,Zaid,Y1,High
2009,Kasaragodu,7,3875.08,130,Alluvial,Basin,3550,54,Arecanut,45186,Zaid,Y1,High
2004,Kasaragodu,1432,3965.94,150,Black,Basin,5373,57,Ginger,2644,Zaid,Y1,High
2005,Raichur,1168,3965.94,151,Black,Basin,6589,57.5,Ginger,44235,Zaid,Y1,High
2006,Raichur,4,3193.41,152,Black,Basin,5107,57,Tea,203317,Zaid,Y1,High
2007,Raichur,1010,3193.41,153,Black,Basin,5518,55,Tea,2134,Zaid,Y1,High
2008,Raichur,825,3193.41,154,Black,Basin,4912,56,Tea,45186,Zaid,Y1,High
2009,Raichur,737,3296.26,155,Black,Basin,3830,54,Tea,238542,Zaid,Y1,High
2004,Raichur,1853,4102.78,173,Black,Spray,4247,58.5,Paddy,216396,Zaid,Y1,High
2008,Raichur,1619,3696,177,Black,Spray,3899,53.5,Paddy,2134,Zaid,Y1,High
2009,Bangalore,1321,3696,178,,Spray,4015,52.5,Paddy,45186,Zaid,Y1,High
2007,Davangere,46907,3415.5,201,,Spray,395,56.6,Blackgram,45608,Zaid,Y1,High
2008,Davangere,653,3415.5,202,,Drip,187,55.5,Blackgram,234581,Zaid,Y1,High
2009,Davangere,11597,3415.5,203,,Drip,187,58.5,Blackgram,646,Zaid,Y1,High
2004,Davangere,45936,3696,222,,Drip,393,58,Cashew,43311,Zaid,Y1,High
2005,Davangere,139,3696,27,,Drip,167,58,Cashew,24848,Zaid,Y1,High
2006,Davangere,9286,3965.94,27,,Drip,71,59,Cashew,761,Zaid,Y1,High
2007,Davangere,43275,3965.94,27,,Drip,52,50,Cashew,45608,Zaid,Y1,High
2008,Davangere,129,3965.94,27,,Drip,2570,54,Cashew,234581,Zaid,Y1,High
2009,Davangere,8355,3863.64,27,,Drip,27170,53,Coconut,646,Zaid,Y1,High
2010,Hassan,15761,3415.5,27.2,Red,Basin,2628,53,Ginger,200000,Kharif,Y2,High
2011,Hassan,15828,3415.5,27.1,Red,Basin,1939,53.5,Ginger,4847,Kharif,Y2,High
2014,Hassan,2832,3193.41,26.8,Sandy,Basin,127919,57,Ginger,2644,Kharif,Y2,High
2015,Hassan,2320,3193.41,26.8,Sandy,Basin,75340,57.5,Ginger,44235,Kharif,Y2,High
2010,Hassan,138,4102.78,39,Sandy,Spray,5518,53,Tea,249978,Kharif,Y2,High
2014,Hassan,2419,3696,41,Sandy,Spray,2783,57,Tea,761,Kharif,Y2,High
2015,Hassan,2080,3696,41,Sandy,Spray,1533,60,Tea,45608,Kharif,Y2,High
2010,Hassan,1845,3625.6,27,Sandy,Spray,187,53,Paddy,203317,Kharif,Y2,High
2011,Mangalore,1679,3905,27,Sandy,Spray,121,53.5,Paddy,2134,Kharif,Y2,High
2012,Mangalore,1657,3905,27,Sandy,Spray,103,52.5,Paddy,45186,Kharif,Y2,High
2013,Mangalore,1619,3905,27.2,Sandy,Spray,71,56,Paddy,238542,Kharif,Y2,High
2014,Mangalore,1321,4019.4,27.2,Sandy,Spray,3961,57,Paddy,1516,Kharif,Y2,High
2015,Mangalore,511,4019.4,27.2,Sandy,Spray,4247,57.5,Paddy,200000,Kharif,Y2,High
2010,Mangalore,67,3415.5,27.1,Sandy,Spray,4904,53,Groundnut,1516,Kharif,Y2,High
2012,Mangalore,33,3193.41,27.1,Sandy,Spray,3472,51,Groundnut,234779,Kharif,Y2,High
2013,Mangalore,32,3193.41,26.8,Sandy,Spray,3647,57,Groundnut,1493,Kharif,Y2,High
2014,Mangalore,5377,3193.41,26.8,Sandy,Spray,393,57,Groundnut,64409,Kharif,Y2,High
2015,Mangalore,5968,3296.26,26.8,Sandy,Spray,167,60,Groundnut,249978,Kharif,Y2,High
2012,Mangalore,3176,3696,40,Heavy cotton,Drip,770,52.5,Blackgram,216396,Kharif,Y2,High
2013,Mangalore,3284,3696,41,Heavy cotton,Drip,395,56,Blackgram,2644,Kharif,Y2,High
2014,Mangalore,1237,3696,41,Heavy cotton,Drip,187,59.5,Blackgram,44235,Kharif,Y2,High
2015,Mangalore,840,3965.94,41,Heavy cotton,Drip,187,55,Blackgram,203317,Kharif,Y2,High
2010,Mangalore,59,3905,27,Heavy cotton,Drip,4015,54,Cashew,637,Kharif,Y2,High
2011,Mangalore,50,3905,27.2,Heavy cotton,Drip,4279,58,Cashew,43311,Kharif,Y2,High
2012,Mangalore,38,4019.4,27.2,Heavy cotton,Drip,4167,58,Cashew,24848,Kharif,Y2,High
2013,Mangalore,46061,4019.4,27.2,Heavy cotton,Drip,4479,59,Cashew,761,Kharif,Y2,High
2014,Mangalore,421,4019.4,27,Heavy cotton,Drip,3699,50,Cashew,45608,Kharif,Y2,High
2011,Mangalore,9821,4019.4,26.8,Loam,Drip,23456,56,Coconut,238542,Rabi,Y2,High
2014,Mangalore,9455,3415.5,37,Loam,Drip,23960,58,Coconut,4847,Rabi,Y2,High
2012,Mangalore,129,3193.41,39,Loam,Basin,792,59.5,Ginger,203317,Rabi,Y2,High
2013,Mangalore,8355,3193.41,39,Loam,Basin,34153,55,Ginger,2134,Rabi,Y2,High
2014,Mangalore,42480,3296.26,39,Loam,Basin,2570,53,Ginger,45186,Rabi,Y2,High
2015,Mangalore,142,3296.26,40,Loam,Basin,27170,53.5,Ginger,238542,Rabi,Y2,High
2010,Kodagu,38712,3696,128,Sandy loam,Drip,792,57,Coconut,51239,Rabi,Y2,High
2011,Kodagu,86,3696,129,Sandy loam,Drip,34153,55,Coconut,216396,Rabi,Y2,High
2012,Kodagu,5797,3696,130,Sandy loam,Drip,132551,56,Coconut,2644,Rabi,Y2,High
2013,Kodagu,3611,3965.94,131,Sandy loam,Drip,338,54,Coconut,44235,Rabi,Y2,High
2014,Kodagu,4389,3965.94,132,Sandy loam,Drip,22966,58,Coconut,203317,Rabi,Y2,High
2015,Kodagu,4437,3965.94,133,Sandy loam,Drip,131763,58,Coconut,2134,Rabi,Y2,High
2011,Kodagu,4657,3625.6,137,Sandy loam,Drip,343,53,Coconut,57259,Rabi,Y2,High
2012,Kodagu,4765,3625.6,138,Sandy loam,Drip,23099,52,Coconut,234779,Rabi,Y2,High
2013,Kodagu,4927,3625.6,139,Sandy loam,Drip,117826,51,Coconut,1493,Rabi,Y2,High
2014,Kodagu,5278,3905,140,Sandy loam,Drip,336,57,Coconut,64409,Rabi,Y2,High
2015,Kodagu,6325,3905,141,Sandy loam,Drip,22594,57,Coconut,249978,Rabi,Y2,High
2011,Mysuru,35,3415.5,152,Sandy clay loam,Drip,221,53,Coconut,51239,Rabi,Y2,High
2012,Mysuru,5,3415.5,153,Sandy clay loam,Drip,15362,53.5,Coconut,216396,Rabi,Y2,High
2013,Mysuru,11,3415.5,154,Sandy clay loam,Drip,120373,52.5,Coconut,2644,Rabi,Y2,High
2012,Mysuru,14,3296.26,162,Sandy clay loam,Drip,41266,58,Coconut,234779,Rabi,Y2,High
2013,Mysuru,7,3875.08,163,Sandy clay loam,Drip,8838,58,Coconut,1493,Rabi,Y2,High
2014,Mysuru,26,3875.08,164,Sandy clay loam,Drip,8954,59,Coconut,64409,Rabi,Y2,High
2015,Mysuru,1,3875.08,165,Sandy clay loam,Drip,42915,50,Coconut,249978,Rabi,Y2,High
2010,Kasaragodu,14602,4102.78,175,Clay loam,Basin,114,54,Coconut,4847,Rabi,Y2,High
2011,Kasaragodu,15386,4102.78,176,Clay loam,Basin,3,54.5,Coconut,51239,Rabi,Y2,High
2012,Kasaragodu,15761,4102.78,177,Clay loam,Basin,95,56.6,Coconut,216396,Rabi,Y2,High
2013,Kasaragodu,1010,3965.94,186,Clay loam,Basin,10,57,Coconut,234779,Rabi,Y2,High
2014,Kasaragodu,825,3863.64,187,Clay loam,Basin,29,57.5,Coconut,1493,Rabi,Y2,High
2015,Kasaragodu,737,3863.64,188,Clay loam,Basin,44,57,Coconut,64409,Rabi,Y2,High
2010,Kasaragodu,1969,4019.4,198,Well drained,Basin,61126,52,Coconut,45186,Rabi,Y2,High
2013,Raichur,1845,3415.5,207,Well drained,Basin,172475,56.6,Coconut,43311,Rabi,Y2,High
2010,Raichur,219,3193.41,219,Sandy loam,Spray,395,55,Coconut,44235,Rabi,Y2,High
2011,Raichur,111,3193.41,220,Sandy loam,Spray,187,56,Coconut,203317,Rabi,Y2,High
2012,Raichur,74,3193.41,221,Sandy loam,Spray,187,54,Coconut,2134,Rabi,Y2,High
2013,Raichur,67,3296.26,222,Sandy loam,Spray,121,58,Coconut,45186,Rabi,Y2,High
2014,Raichur,16,3296.26,27,Sandy loam,Spray,103,58,Coconut,238542,Rabi,Y2,High
2015,Raichur,33,3296.26,27,Sandy loam,Spray,71,59,Coconut,1516,Rabi,Y2,High
2015,Gulbarga,6035,4102.78,27.2,Sandy loam,Spray,3138,52,Coconut,64409,Rabi,Y2,High
2015,Gulbarga,5853,3696,27,Sandy loam,Spray,4479,57,Coconut,45608,Rabi,Y2,High
2010,Gulbarga,46907,3625.6,26.8,Sandy loam,Spray,12,52.5,Coconut,203317,Rabi,Y2,High
2011,Gulbarga,653,3625.6,26.8,Sandy loam,Spray,51,56,Coconut,2134,Rabi,Y2,High
2012,Gulbarga,11597,3905,37,Sandy loam,Spray,61,57,Coconut,45186,Rabi,Y2,High
2013,Gulbarga,46061,3905,37,Sandy loam,Spray,67,57.5,Coconut,238542,Rabi,Y2,High
2014,Gulbarga,421,3905,37,Sandy loam,Spray,62,57,Coconut,1516,Rabi,Y2,High
2015,Gulbarga,10657,4019.4,38,Sandy loam,Spray,32,55,Coconut,200000,Rabi,Y2,High
2010,Madikeri,11597,3296.26,27,Clay loam,Drip,1939,56.6,Coffee,24848,Rabi,Y2,High
2011,Madikeri,46061,3296.26,27,Clay loam,Drip,1871,55.5,Coffee,761,Rabi,Y2,High
2012,Madikeri,421,3875.08,27,Clay loam,Drip,1868,58.5,Coffee,45608,Rabi,Y2,High
2013,Madikeri,10657,3875.08,27,Clay loam,Drip,127919,59.5,Coffee,234581,Rabi,Y2,High
2014,Madikeri,45878,3875.08,27,Clay loam,Drip,75340,55,Coffee,646,Rabi,Y2,High
2015,Madikeri,185,3193.41,27.2,Clay loam,Drip,29170,53,Coffee,43562,Rabi,Y2,High
2013,Madikeri,46220,3875.08,27,Clay loam,Drip,5107,56,Cardamum,2134,Rabi,Y2,High
2014,Madikeri,144,4102.78,27.2,Clay loam,Drip,5518,54,Cardamum,45186,Rabi,Y2,High
2015,Madikeri,9821,4102.78,27.2,Clay loam,Drip,4912,58,Cardamum,238542,Rabi,Y2,High
2010,Madikeri,45878,3193.41,37,Drained loam,Drip,3368,60,Cardamum,761,Rabi,Y2,High
2011,Madikeri,185,3193.41,38,Drained loam,Drip,3671,57,Pepper,45608,Rabi,Y2,High
2012,Madikeri,9830,3193.41,38,Drained loam,Drip,2404,57,Pepper,234581,Rabi,Y2,High
2013,Madikeri,46251,3296.26,38,Drained loam,Drip,2805,54,Pepper,646,Rabi,Y2,High
2014,Madikeri,159,3296.26,39,Drained loam,Drip,2331,54.5,Pepper,43562,Rabi,Y2,High
2015,Madikeri,9651,3296.26,39,Drained loam,Drip,2088,56.6,Pepper,200000,Rabi,Y2,High
2013,Chikmangaluru,46061,3193.41,41,Drained loam,Basin,29170,52.5,Pepper,2134,Rabi,Y2,High
